1;907010000331D0067081;21.01.2019;903D0067;1181513008093;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПРАВОВОЕ ОБЕСПЕЧЕНИЕ""";"МКУ""ПО""";;"МКУ""ПО""";Учреждение;Казенное;1513073461;151301001;11.12.2018;;Муниципальные казенные учреждения, 75404;Муниципальная собственность, 14;СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ, РЕСПУБЛИКА, 15;362040;;ВЛАДИКАВКАЗ;;ПЛОЩАДЬ ШТЫБА;ДОМ 2;;ОФИС 401;г Владикавказ, 90701000001;Управление Федерального казначейства по Республике Северная Осетия - Алания, 1000;;город Владикавказ, 90701000;;34823492;Бюджет городского округа, 31;Бюджет муниципального образования г.Владикавказ, 10030003;Администрация местного самоуправления г.Владикавказ, 598;;;;;;88672254344;http://vladikavkaz-ossetia.ru;po@mail.ru;90300503;АДМИНИСТРАЦИЯ МЕСТНОГО САМОУПРАВЛЕНИЯ Г.ВЛАДИКАВКАЗ;90300490;ФИНАНСОВОЕ УПРАВЛЕНИЕ АДМИНИСТРАЦИИ МЕСТНОГО САМОУПРАВЛЕНИЯ Г.ВЛАДИКАВКАЗА;Действующая;;;;;;;;;598;Администрация местного самоуправления г.Владикавказ;1000;Управление Федерального казначейства по Республике Северная Осетия - Алания
2;000000000310А6917011;27.10.2015;001А6917;1121513002555;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ХОЗЯЙСТВЕННОГО И СЕРВИСНОГО ОБЕСПЕЧЕНИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ ПО РЕСПУБЛИКЕ СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ""";"ФКУ ""ЦХ И СО МВД ПО РСО-АЛАНИЯ""";;"ФКУ ""ЦХ И СО МВД ПО РСО-АЛАНИЯ""";Учреждение;Казенное;1513034328;151301001;30.05.2012;;Федеральные государственные казенные учреждения, 75104;Федеральная собственность, 12;СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ, РЕСПУБЛИКА, 15;362019;;ВЛАДИКАВКАЗ;;УЛИЦА ПУШКИНСКАЯ;10;В;;г Владикавказ, 90701000001;Управление Федерального казначейства по Республике Северная Осетия - Алания, 1000;Российская Федерация, 10;Российская Федерация, 00000000;;08682950;Федеральный бюджет, 10;Федеральный бюджет, 99010001;Министерство внутренних дел Российской Федерации, 188;;;;;;86725948328672594882;;fku.mvd.1513@mail.ru;00127082;МИНИСТЕРСТВО ВНУТРЕННИХ ДЕЛ ПО РЕСПУБЛИКЕ СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ;00100188;Министерство внутренних дел Российской Федерации;Действующая;;;;;;;;;188;Министерство внутренних дел Российской Федерации;1000;Управление Федерального казначейства по Республике Северная Осетия - Алания
3;907010002000Е1787021;19.11.2019;900Е1787;1021500507500;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙБАТ""";"ООО ""СТРОЙБАТ""";;"ООО ""СТРОЙБАТ""";Иные юридические лица, иные неучастники бюджетного процесса;;1501018480;150101001;17.02.2005;;Общества с ограниченной ответственностью, 12300;Частная собственность, 16;СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ, РЕСПУБЛИКА, 15;362001;;ВЛАДИКАВКАЗ;;ПРОСПЕКТ КОСТА;7;;;г Владикавказ, 90701000001;Управление Федерального казначейства по Республике Северная Осетия - Алания, 1000;;;;;Не определен, 00;;;;;;;;88672258900;http://;;;;00126604;Управление Федерального казначейства по Республике Северная Осетия - Алания;Действующая;;;;;;;;;;;1000;Управление Федерального казначейства по Республике Северная Осетия - Алания
4;906400000332Ч6842081;22.12.2015;903Ч6842;1021500980896;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКАЯ МУЗЫКАЛЬНАЯ ШКОЛА С. ОКТЯБРЬСКОЕ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ - ПРИГОРОДНЫЙ РАЙОН РЕСПУБЛИКИ СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ";"МБУ ДО ""ДМШ С. ОКТЯБРЬСКОЕ"" МО - ПРИГОРОДНЫЙ РАЙОН РСО - А";;"МБОУ ДОД ""ДМШ С.ОКТЯБРЬСКОЕ "" МО - ПРИГОРОДНЫЙ РАЙОН РСО-А";Учреждение;Бюджетное;1512012297;151201001;02.12.2002;;Муниципальные бюджетные учреждения, 75403;Муниципальная собственность, 14;СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ, РЕСПУБЛИКА, 15;363131;ПРИГОРОДНЫЙ, 1500900000000;;ОКТЯБРЬСКОЕ;УЛИЦА ПАВЛА ТЕДЕЕВА;131;;;с Октябрьское, 90640465101;Управление Федерального казначейства по Республике Северная Осетия - Алания, 1000;;Пригородный район Республики Северная Осетия-Алания, 90640000;;13745227;Бюджет муниципального района, 32;Местный бюджет Пригородного района РСО-Алания, 10030052;Управление культуры администрации местного самоуправления муниципального образования-Пригородный район Республики Северная Осетия - Алания, 951;;;;;;8673822848__________;http://;muzikaokt@yandex.ru;;;90300711;Финансовое управление администрации местного самоуправления Пригородного района;Действующая;;;;;;;;;951;Управление культуры администрации местного самоуправления муниципального образования-Пригородный район Республики Северная Осетия - Алания;1000;Управление Федерального казначейства по Республике Северная Осетия - Алания
5;906350000332Р4957084;30.11.2015;903Р4957;1051500200180;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД С. ЦАЛЫК"" ПРАВОБЕРЕЖНОГО РАЙОНА РЕСПУБЛИКИ СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ";"МКДОУ ""ДЕТСКИЙ САД С. ЦАЛЫК""";;"МКДОУ ""ДЕТСКИЙ САД С. ЦАЛЫК""";Учреждение;Казенное;1511013065;151101001;31.01.2005;;Муниципальные казенные учреждения, 75404;Муниципальная собственность, 14;СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ, Респ, 15;363014;ПРАВОБЕРЕЖНЫЙ, 1500800000000;;ЦАЛЫК;ул ЦЕКОЕВА;16;;;Цалыкское, 90635450;Управление Федерального казначейства по Республике Северная Осетия - Алания, 1000;;Правобережный район Республики Северная Осетия-Алания, 90635000;;75940620;Бюджет муниципального района, 32;Бюджет Правобережного района, 10030004;Управление по вопросам образования, физической культуры и спорта администрации местного самоуправления Правобережного района, 357;;;;;;8673755220__________;;mkdou.calik@yandex.ru;90300938;УПРАВЛЕНИЕ ПО ВОПРОСАМ ОБРАЗОВАНИЯ, ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА АДМИНИСТРАЦИИ МЕСТНОГО САМОУПРАВЛЕНИЯ ПРАВОБЕРЕЖНОГО РАЙОНА;90300801;Финансовое управление администрации местного самоуправления Правобережного района;Специальные указания;;;;;;;;;357;Управление по вопросам образования, физической культуры и спорта администрации местного самоуправления Правобережного района;1000;Управление Федерального казначейства по Республике Северная Осетия - Алания
6;90635000033200742044;30.11.2015;90300742;1121511000467;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД ПРИСМОТРА И ОЗДОРОВЛЕНИЯ № 15 Г. БЕСЛАНА"" ПРАВОБЕРЕЖНОГО РАЙОНА РЕСПУБЛИКИ СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ";"МКДОУ ""ДЕТСКИЙ САД ПРИСМОТРА И ОЗДОРОВЛЕНИЯ № 15 Г. БЕСЛАНА""";;"МКДОУ ""ДЕТСКИЙ САД ПРИСМОТРА И ОЗДОРОВЛЕНИЯ № 15 Г. БЕСЛАНА""";Учреждение;Казенное;1511025078;151101001;03.09.2012;;Муниципальные казенные учреждения, 75404;Муниципальная собственность, 14;СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ, Респ, 15;363029;ПРАВОБЕРЕЖНЫЙ, 1500800000000;БЕСЛАН;;ул МАРКОВА;ДОМ 8;;;Бесланское, 90635101;Управление Федерального казначейства по Республике Северная Осетия - Алания, 1000;;Правобережный район Республики Северная Осетия-Алания, 90635000;;37418958;Бюджет муниципального района, 32;Бюджет Правобережного района, 10030004;Управление по вопросам образования, физической культуры и спорта администрации местного самоуправления Правобережного района, 357;;;;;;8673735357__________;;;90300938;УПРАВЛЕНИЕ ПО ВОПРОСАМ ОБРАЗОВАНИЯ, ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА АДМИНИСТРАЦИИ МЕСТНОГО САМОУПРАВЛЕНИЯ ПРАВОБЕРЕЖНОГО РАЙОНА;90300801;Финансовое управление администрации местного самоуправления Правобережного района;Специальные указания;;;;;;;;;357;Управление по вопросам образования, физической культуры и спорта администрации местного самоуправления Правобережного района;1000;Управление Федерального казначейства по Республике Северная Осетия - Алания
7;906350000332Р4967064;30.11.2015;903Р4967;1031500710670;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД С.ОЛЬГИНСКОЕ"" ПРАВОБЕРЕЖНОГО РАЙОНА РЕСПУБЛИКИ СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ";"МКДОУ ""ДЕТСКИЙ САД С.ОЛЬГИНСКОЕ""";;"МКДОУ ""ДЕТСКИЙ САД С.ОЛЬГИНСКОЕ""";Учреждение;Казенное;1511012336;151101001;11.06.2003;;Муниципальные казенные учреждения, 75404;Муниципальная собственность, 14;СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ, РЕСПУБЛИКА, 15;363002;ПРАВОБЕРЕЖНЫЙ, 1500800000000;;ОЛЬГИНСКОЕ;УЛИЦА ЛЕНИНА;1;;;Ольгинское, 90635425;Управление Федерального казначейства по Республике Северная Осетия - Алания, 1000;;Правобережный район Республики Северная Осетия-Алания, 90635000;;71003172;Бюджет муниципального района, 32;Бюджет Правобережного района, 10030004;Управление по вопросам образования, физической культуры и спорта администрации местного самоуправления Правобережного района, 357;;;;;;8673759135__________;;mkdou.olginskoe@yandex.ru;90300938;УПРАВЛЕНИЕ ПО ВОПРОСАМ ОБРАЗОВАНИЯ, ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА АДМИНИСТРАЦИИ МЕСТНОГО САМОУПРАВЛЕНИЯ ПРАВОБЕРЕЖНОГО РАЙОНА;90300801;Финансовое управление администрации местного самоуправления Правобережного района;Специальные указания;;;;;;;;;357;Управление по вопросам образования, физической культуры и спорта администрации местного самоуправления Правобережного района;1000;Управление Федерального казначейства по Республике Северная Осетия - Алания
8;906350000332Р4956094;30.11.2015;903Р4956;1031500710218;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД С.ХУМАЛАГ"" ПРАВОБЕРЕЖНОГО РАЙОНА РЕСПУБЛИКИ СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ";"МКДОУ ""ДЕТСКИЙ САД С.ХУМАЛАГ""";;"МКДОУ ""ДЕТСКИЙ САД С.ХУМАЛАГ""";Учреждение;Казенное;1511012128;151101001;26.02.2003;;Муниципальные казенные учреждения, 75404;Муниципальная собственность, 14;СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ, РЕСПУБЛИКА, 15;363012;ПРАВОБЕРЕЖНЫЙ, 1500800000000;;ХУМАЛАГ;УЛИЦА ЛЕНИНА;ДОМ 71;;;Хумалагское, 90635445;Управление Федерального казначейства по Республике Северная Осетия - Алания, 1000;;Правобережный район Республики Северная Осетия-Алания, 90635000;;71003083;Бюджет муниципального района, 32;Бюджет Правобережного района, 10030004;Управление по вопросам образования, физической культуры и спорта администрации местного самоуправления Правобережного района, 357;;;;;;8673745277__________;http://humalag.irdou.ru;mkdou.humalag@yandex.ru;90300938;УПРАВЛЕНИЕ ПО ВОПРОСАМ ОБРАЗОВАНИЯ, ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА АДМИНИСТРАЦИИ МЕСТНОГО САМОУПРАВЛЕНИЯ ПРАВОБЕРЕЖНОГО РАЙОНА;90300801;Финансовое управление администрации местного самоуправления Правобережного района;Специальные указания;;;;;;;;;357;Управление по вопросам образования, физической культуры и спорта администрации местного самоуправления Правобережного района;1000;Управление Федерального казначейства по Республике Северная Осетия - Алания
9;906350000332Р4937034;30.11.2015;903Р4937;1041500800054;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 1 Г. БЕСЛАНА"" ПРАВОБЕРЕЖНОГО РАЙОНА РЕСПУБЛИКИ СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ";"МКДОУ ""ДЕТСКИЙ САД № 1 Г. БЕСЛАНА""";;"МКДОУ ""ДЕТСКИЙ САД № 1 Г. БЕСЛАНА""";Учреждение;Казенное;1511012544;151101001;20.02.2004;;Муниципальные казенные учреждения, 75404;Муниципальная собственность, 14;СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ, Респ, 15;363026;ПРАВОБЕРЕЖНЫЙ, 1500800000000;БЕСЛАН;;ул ГАГАРИНА;13;;;Бесланское, 90635101;Управление Федерального казначейства по Республике Северная Осетия - Алания, 1000;;Правобережный район Республики Северная Осетия-Алания, 90635000;;71003611;Бюджет муниципального района, 32;Бюджет Правобережного района, 10030004;Управление по вопросам образования, физической культуры и спорта администрации местного самоуправления Правобережного района, 357;;;;;;8673746231__________;;kokoeva.liuda@yandex.ru;90300938;УПРАВЛЕНИЕ ПО ВОПРОСАМ ОБРАЗОВАНИЯ, ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА АДМИНИСТРАЦИИ МЕСТНОГО САМОУПРАВЛЕНИЯ ПРАВОБЕРЕЖНОГО РАЙОНА;90300801;Финансовое управление администрации местного самоуправления Правобережного района;Специальные указания;;;;;;;;;357;Управление по вопросам образования, физической культуры и спорта администрации местного самоуправления Правобережного района;1000;Управление Федерального казначейства по Республике Северная Осетия - Алания
10;906350000332Р4966074;30.11.2015;903Р4966;1031500710669;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД С.ЗИЛЬГИ"" ПРАВОБЕРЕЖНОГО РАЙОНА РЕСПУБЛИКИ СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ";"МКДОУ ""ДЕТСКИЙ САД С.ЗИЛЬГИ""";;"МКДОУ ""ДЕТСКИЙ САД С.ЗИЛЬГИ""";Учреждение;Казенное;1511012329;151101001;11.06.2003;;Муниципальные казенные учреждения, 75404;Муниципальная собственность, 14;СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ, РЕСПУБЛИКА, 15;363011;ПРАВОБЕРЕЖНЫЙ, 1500800000000;;ЗИЛЬГИ;УЛИЦА Э.АХСАРОВА;ДОМ 17А;;;Зильгинское, 90635415;Управление Федерального казначейства по Республике Северная Осетия - Алания, 1000;;Правобережный район Республики Северная Осетия-Алания, 90635000;;02301332;Бюджет муниципального района, 32;Бюджет Правобережного района, 10030004;Управление по вопросам образования, физической культуры и спорта администрации местного самоуправления Правобережного района, 357;;;;;;8673756422__________;;mkdou.silgi@yandex.ru;90300938;УПРАВЛЕНИЕ ПО ВОПРОСАМ ОБРАЗОВАНИЯ, ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА АДМИНИСТРАЦИИ МЕСТНОГО САМОУПРАВЛЕНИЯ ПРАВОБЕРЕЖНОГО РАЙОНА;90300801;Финансовое управление администрации местного самоуправления Правобережного района;Специальные указания;;;;;;;;;357;Управление по вопросам образования, физической культуры и спорта администрации местного самоуправления Правобережного района;1000;Управление Федерального казначейства по Республике Северная Осетия - Алания
